Serial Number		Name		Value
A-000-000-822		Item_822		100.0
A-000-000-823		Item_823		100.0
A-000-000-824		Item_824		100.0
A-000-000-825		Item_825		100.0
A-000-000-826		Item_826		100.0
A-000-000-827		Item_827		100.0
A-000-000-828		Item_828		100.0
A-000-000-829		Item_829		100.0
A-000-000-830		Item_830		100.0
A-000-000-831		Item_831		100.0
A-000-000-832		Item_832		100.0
A-000-000-833		Item_833		100.0
A-000-000-834		Item_834		100.0
A-000-000-835		Item_835		100.0
A-000-000-836		Item_836		100.0
A-000-000-837		Item_837		100.0
A-000-000-838		Item_838		100.0
A-000-000-839		Item_839		100.0
A-000-000-840		Item_840		100.0
A-000-000-841		Item_841		100.0
A-000-000-842		Item_842		100.0
A-000-000-843		Item_843		100.0
A-000-000-844		Item_844		100.0
A-000-000-845		Item_845		100.0
A-000-000-846		Item_846		100.0
A-000-000-847		Item_847		100.0
A-000-000-848		Item_848		100.0
A-000-000-849		Item_849		100.0
A-000-000-850		Item_850		100.0
A-000-000-851		Item_851		100.0
A-000-000-852		Item_852		100.0
A-000-000-853		Item_853		100.0
A-000-000-854		Item_854		100.0
A-000-000-855		Item_855		100.0
A-000-000-856		Item_856		100.0
A-000-000-857		Item_857		100.0
A-000-000-858		Item_858		100.0
A-000-000-859		Item_859		100.0
A-000-000-860		Item_860		100.0
A-000-000-861		Item_861		100.0
A-000-000-862		Item_862		100.0
A-000-000-863		Item_863		100.0
A-000-000-864		Item_864		100.0
A-000-000-865		Item_865		100.0
A-000-000-866		Item_866		100.0
A-000-000-867		Item_867		100.0
A-000-000-868		Item_868		100.0
A-000-000-869		Item_869		100.0
A-000-000-870		Item_870		100.0
A-000-000-871		Item_871		100.0
A-000-000-872		Item_872		100.0
A-000-000-873		Item_873		100.0
A-000-000-874		Item_874		100.0
A-000-000-875		Item_875		100.0
A-000-000-876		Item_876		100.0
A-000-000-877		Item_877		100.0
A-000-000-878		Item_878		100.0
A-000-000-879		Item_879		100.0
A-000-000-880		Item_880		100.0
A-000-000-881		Item_881		100.0
A-000-000-882		Item_882		100.0
A-000-000-883		Item_883		100.0
A-000-000-884		Item_884		100.0
A-000-000-885		Item_885		100.0
A-000-000-886		Item_886		100.0
A-000-000-887		Item_887		100.0
A-000-000-888		Item_888		100.0
A-000-000-889		Item_889		100.0
A-000-000-890		Item_890		100.0
A-000-000-891		Item_891		100.0
A-000-000-892		Item_892		100.0
A-000-000-893		Item_893		100.0
A-000-000-894		Item_894		100.0
A-000-000-895		Item_895		100.0
A-000-000-896		Item_896		100.0
A-000-000-897		Item_897		100.0
A-000-000-898		Item_898		100.0
A-000-000-899		Item_899		100.0
A-000-000-900		Item_900		100.0
A-000-000-901		Item_901		100.0
A-000-000-902		Item_902		100.0
A-000-000-903		Item_903		100.0
A-000-000-904		Item_904		100.0
A-000-000-905		Item_905		100.0
A-000-000-906		Item_906		100.0
A-000-000-907		Item_907		100.0
A-000-000-908		Item_908		100.0
A-000-000-909		Item_909		100.0
A-000-000-910		Item_910		100.0
A-000-000-911		Item_911		100.0
A-000-000-912		Item_912		100.0
A-000-000-913		Item_913		100.0
A-000-000-914		Item_914		100.0
A-000-000-915		Item_915		100.0
A-000-000-916		Item_916		100.0
A-000-000-917		Item_917		100.0
A-000-000-918		Item_918		100.0
A-000-000-919		Item_919		100.0
A-000-000-920		Item_920		100.0
A-000-000-921		Item_921		100.0
A-000-000-922		Item_922		100.0
A-000-000-923		Item_923		100.0
A-000-000-924		Item_924		100.0
A-000-000-925		Item_925		100.0
A-000-000-926		Item_926		100.0
A-000-000-927		Item_927		100.0
A-000-000-928		Item_928		100.0
A-000-000-929		Item_929		100.0
A-000-000-930		Item_930		100.0
A-000-000-931		Item_931		100.0
A-000-000-932		Item_932		100.0
A-000-000-933		Item_933		100.0
A-000-000-934		Item_934		100.0
A-000-000-935		Item_935		100.0
A-000-000-936		Item_936		100.0
A-000-000-937		Item_937		100.0
A-000-000-938		Item_938		100.0
A-000-000-939		Item_939		100.0
A-000-000-940		Item_940		100.0
A-000-000-941		Item_941		100.0
A-000-000-942		Item_942		100.0
A-000-000-943		Item_943		100.0
A-000-000-944		Item_944		100.0
A-000-000-945		Item_945		100.0
A-000-000-946		Item_946		100.0
A-000-000-947		Item_947		100.0
A-000-000-948		Item_948		100.0
A-000-000-949		Item_949		100.0
A-000-000-950		Item_950		100.0
A-000-000-951		Item_951		100.0
A-000-000-952		Item_952		100.0
A-000-000-953		Item_953		100.0
A-000-000-954		Item_954		100.0
A-000-000-955		Item_955		100.0
A-000-000-956		Item_956		100.0
A-000-000-957		Item_957		100.0
A-000-000-958		Item_958		100.0
A-000-000-959		Item_959		100.0
A-000-000-960		Item_960		100.0
A-000-000-961		Item_961		100.0
A-000-000-962		Item_962		100.0
A-000-000-963		Item_963		100.0
A-000-000-964		Item_964		100.0
A-000-000-965		Item_965		100.0
A-000-000-966		Item_966		100.0
A-000-000-967		Item_967		100.0
A-000-000-968		Item_968		100.0
A-000-000-969		Item_969		100.0
A-000-000-970		Item_970		100.0
A-000-000-971		Item_971		100.0
A-000-000-972		Item_972		100.0
A-000-000-973		Item_973		100.0
A-000-000-974		Item_974		100.0
A-000-000-975		Item_975		100.0
A-000-000-976		Item_976		100.0
A-000-000-977		Item_977		100.0
A-000-000-978		Item_978		100.0
A-000-000-979		Item_979		100.0
A-000-000-980		Item_980		100.0
A-000-000-981		Item_981		100.0
A-000-000-982		Item_982		100.0
A-000-000-983		Item_983		100.0
A-000-000-984		Item_984		100.0
A-000-000-985		Item_985		100.0
A-000-000-986		Item_986		100.0
A-000-000-987		Item_987		100.0
A-000-000-988		Item_988		100.0
A-000-000-989		Item_989		100.0
A-000-000-990		Item_990		100.0
A-000-000-991		Item_991		100.0
A-000-000-992		Item_992		100.0
A-000-000-993		Item_993		100.0
A-000-000-994		Item_994		100.0
A-000-000-995		Item_995		100.0
A-000-000-996		Item_996		100.0
A-000-000-997		Item_997		100.0
A-000-000-998		Item_998		100.0
A-000-000-999		Item_999		100.0
A-000-001-000		Item_1000		100.0
A-000-001-001		Item_1001		100.0
A-000-001-002		Item_1002		100.0
A-000-001-003		Item_1003		100.0
A-000-001-004		Item_1004		100.0
A-000-001-005		Item_1005		100.0
A-000-001-006		Item_1006		100.0
A-000-001-007		Item_1007		100.0
A-000-001-008		Item_1008		100.0
A-000-001-009		Item_1009		100.0
A-000-001-010		Item_1010		100.0
A-000-001-011		Item_1011		100.0
A-000-001-012		Item_1012		100.0
A-000-001-013		Item_1013		100.0
A-000-001-014		Item_1014		100.0
A-000-001-015		Item_1015		100.0
A-000-001-016		Item_1016		100.0
A-000-001-017		Item_1017		100.0
A-000-001-018		Item_1018		100.0
A-000-001-019		Item_1019		100.0
A-000-001-020		Item_1020		100.0
A-000-001-021		Item_1021		100.0
A-000-001-022		Item_1022		100.0
A-000-001-023		Item_1023		100.0
